IDX	CPT000814	CPT001846	X01BR001	X01BR008	X01BR009	X01BR010	X01BR015	X01BR017	X01BR018	X01BR020	X01BR023	X01BR025	X01BR026	X01BR027	X01BR030	X01BR031	X01BR032	X01BR033	X01BR040	X01BR042	X01BR043	X03BR002	X03BR004	X03BR005	X03BR006	X03BR010	X03BR011	X03BR013	X05BR001	X05BR003	X05BR004	X05BR005	X05BR009	X05BR016	X05BR026	X05BR029	X05BR038	X05BR042	X05BR043	X05BR044	X05BR045	X06BR003	X06BR005	X06BR006	X06BR014	X09BR001	X09BR004	X09BR005	X09BR007	X11BR003	X11BR004	X11BR006	X11BR009	X11BR010	X11BR011	X11BR012	X11BR013	X11BR014	X11BR015	X11BR016	X11BR017	X11BR018	X11BR019	X11BR020	X11BR022	X11BR023	X11BR024	X11BR025	X11BR027	X11BR028	X11BR030	X11BR031	X11BR032	X11BR036	X11BR038	X11BR040	X11BR042	X11BR043	X11BR044	X11BR047	X11BR049	X11BR050	X11BR051	X11BR053	X11BR054	X11BR055	X11BR056	X11BR058	X11BR059	X11BR060	X11BR072	X11BR073	X11BR074	X11BR075	X11BR080	X13BR009	X14BR005	X14BR008	X14BR014	X15BR003	X16BR012	X18BR002	X18BR003	X18BR004	X18BR006	X18BR007	X18BR009	X18BR010	X18BR016	X18BR017	X18BR019	X20BR001	X20BR002	X20BR005	X20BR006	X20BR007	X20BR008	X21BR001	X21BR002	X21BR010	X22BR005	X22BR006
S100G		-0.7034						-0.9572						-1.9708		-1.556			-2.0017			-1.1059	-1.3458					-0.5756	-7.1363			-3.2843					8.9975					-1.7638			-3.6244		-3.6043			-2.2758				-3.7434	-3.7726			-3.9369								-3.5367			-2.5234		-3.448		-1.2831	-3.2423				-1.9795		-3.517	-0.4013	-0.2747	-2.8614	5.30715					-2.2466	-1.5326			-6.3986	-0.5666				1.1566			5.0151	-1.0111				10.713		14.0721	-3.0439	-2.7148										-1.4527	-4.2637	
S100P	0.6612	-2.6551	-2.6367	-3.0209	3.7058	-1.4931	-4.6197	0.4728	-3.4156	-3.281	-3.1942	-3.0863	-0.8784	-3.3393	2.278	-2.0091	-7.0978	-2.3967	-0.6088	-0.286	-2.2999	-1.7836	-1.6658	-1.8505	1.0526	-5.1331	2.9644	1.8974	-0.8538	7.415	-2.3969	-2.8054	0.5949	-5.3572	-1.2348	-3.2273	5.4571	-1.6009	-1.8712	3.2404	-3.3149	6.1327	-3.2572	-1.0787	3.0601	-1.8045	1.314	-7.0274	-1.627	-5.0776	2.4172	-0.1602	-0.4303	-2.891	1.92355	-0.6527	2.6569	-3.5996	-3.9084	-1.6119	1.0717	-2.6961	-10.4556	-3.0975	1.6383	2.5806	-3.5844	-4.7261	4.2033	3.4694	-2.169	7.10775	-13.3492	-3.3563	3.4983	-5.1676	3.7382	-9.2606	-3.4079	-3.243	-1.8948	-4.2647	3.3527	-1.61315	-3.3788	-2.3989	-5.8584	-0.1769	2.3912	3.25515	2.289	-14.3985	-5.586	-0.3892	-2.4023	1.0694	1.39625	-1.4911	1.9273	5.3791	-5.1066	-4.5626	-4.2046	-2.7126	-2.8758	-0.1697	-2.1425	-0.151	1.4524	-6.3834	-9.33	-0.6122	2.9326	-3.5402	-0.7233	-1.9284	-4.2876	-3.5265	5.9661	-8.97065	8.7347	-5.1825
S100PBP		0.33	1.9322	0.1277	-1.2304	0.9913	-0.6944	0.8449		0.1887	-0.0081	-2.0641	-1.18	-0.7259			-0.2394		-0.445		-2.8766	-1.0742	-0.7508		-1.2683		1.4274	-1.0204		-1.3004	-0.8024	0.2358	0.7278			0.6688	-1.3519			-0.1442	-0.9872	1.3534	1.0191	0.0466	-1.2314	1.6428	-0.1033	2.0653		0.2418	0.6559	-0.2104			0.6811				0.7423	0.8684	1.2088	0.6994				0.094		-0.8464	-1.2649			0.0696	-1.2117	0.0823		1.6314	1.6182	0.0217	-0.4457	-1.2481	-0.571		-1.8514	0.58745		0.7862			-0.3116	0.03365			-0.9919	0.038			-1.53285	-0.855			-0.379	-0.5999						-0.6093	-1.9748	0.0552					-0.9064			-0.2346	-0.8116	0.91795		
SAA1	0.2621	4.5733	1.708	0.6013	1.6717	1.584	6.395	1.7753	3.198	-0.2268	-1.3692	-0.2879	3.7304	-1.9629	9.7107	1.2249	-3.694	3.3313	1.5086	1.2843	1.0667	0.3104	1.5602	4.7712	-0.9043	2.5813	-1.4017	1.121	-1.5174	0.4817	-0.0791	0.0486	5.1756	-0.7094	0.0315	-0.137	1.3757	1.3806	-0.4446	-0.251	-1.4867	2.0885	-0.663	1.4861	-0.4159	-1.0311	-1.6927	-1.7434	2.0774	0.8335	4.1447	10.151	-0.7197	-0.4913	0.60995	-0.443	1.5074	-0.8786	-0.024	-1.2437	0.3254	0.5609	-0.6602	1.3585	0.9399	-0.7915	0.6377	1.0795	-0.2024	-0.5349	-0.8245	-0.84065	0.8269	-0.81487	0.7045	0.0517	0.0216	-4.8004	-0.2538	-1.2855	-4.894	8.4698	-0.636	1.40425	1.228	0.5892	-0.4798	-0.1742	1.3416	1.7726	8.2893	-1.4533	-0.1305	1.6975	2.181	3.416	-0.3768	5.7371	3.7153	2.5563	-1.1896	0.3925	0.3513	-0.3876	-0.0859	-0.0945	0.0086	-2.3325	0.9027	-1.5379	-1.2057	-0.6783	-1.1697	0.3403	-0.9791	-0.4854	2.8939	0.2152	-0.0946	-0.1689	-0.2534	-0.1632
SAA2		2.632		0.1437	1.1247	0.6998		0.8551	1.3485	0.9075	-2.2953		2.8283		11.1681	-0.7718						0.5932		1.575	-0.9811		-3.0303		-1.3422		-0.4458	0.6789		1.2794	2.3578			0.7728	-0.9413			4.8121			-1.0603	0.6164								-2.7158	0.3831			-2.0492								-4.262	-0.5337				-0.2938			-2.82163	1.3189			-0.8877		-3.3725	-5.9361	8.1835			1.7507		-8.7967			-0.7532	9.6754		-1.8943				-0.8659				-0.4306		0.7658		0.0086	-0.4989	-1.0088	-2.1642	-1.3537	-4.308					-2.2583			-0.9133	-1.1871	-2.5269	1.0594	-0.4405
SAA2-SAA4	-2.7393	0.6959	2.7093	0.9446	4.2271	1.9717	1.9218	1.2782	2.2697	-0.4109	-0.2264	-2.452	4.7633	0.1705	3.8361	1.4789	-1.6199	1.8641	-1.4564	-1.081	0.8988	3.1431	-0.7224	3.5442	0.6905	0.9511	1.1526	2.0798	-2.7702	-0.6281	1.2399	-1.4266	5.6316	-1.6265	0.4116	-0.2369	-1.6932	-0.9041	0.2604	-0.1945	0.2627	-0.0769	-0.6174	1.469	-0.1057	0.1078	0.3145	-0.0706	-0.4011	-1.2577	4.8459	6.1474	-0.2189	-0.6517	-0.2091	-0.2687	0.8955	-0.3996	-0.4732	-2.0425	-0.716	3.2431	-2.7822	-0.5516	2.3265	-0.6758	-0.5236	0.1406	-0.8539	-0.0881	0.5797	-0.4587	1.1148	-0.69657	2.3018	-1.3027	-0.1223	-0.8784	-1.3231	0.6347	-0.677	3.6343	0.3968	-0.9841	0.0326	1.131	-1.1557	-1.5737	-0.0869	1.3748	10.1687	-0.7608	1.5512	-0.6871	0.7944	2.1719	-1.8317	5.1382	2.7584	0.5654	-1.059	4.3437	1.234	0.0867	0.7121	1.931	0.6255	0.1101	1.5101	1.2092	0.7013	0.172	-0.2596	0.3831	0.7718	-0.3223	0.7326	-1.3449	-0.4255	0.79165	0.7465	-1.2577
SAAL1	-0.4814	-1.444	-2.4595	0.4663	-0.9325	-0.8313	-2.1791	0.9392	-1.1882	-0.2917	0.1862	-0.939	-0.1019	0.3916	-1.9934	-0.6722	1.5831	-0.9295	-2.3411	-1.0631	0.2101	-1.8446	-2.7633	-2.5525	0.6667	-1.6567	-0.7953	-1.1752	-0.9812	-0.773	-0.3344	-1.7568	-1.264	0.4654	-0.4424	-0.5726	-1.4907	1.2359	0.1317	-0.5254	-0.9146	0.1125	-1.3417	-2.7372	-1.341	1.2702	0.3063	0.4669	-1.2263	1.3807	0.1511	-0.0524	-0.6868	-0.7141	-0.2841	0.122	0.1563	-0.9694	1.4142	1.0815	-0.9206	-0.4678	0.8816	-1.6315	-1.196	0.0708	-0.7252	-0.8223	0.9858	-1.6604	-0.7202	-0.68805	-0.7964	0.71087	-0.7758	-2.2736	-0.2715	-0.5536	0.395	-0.9717	-0.8982	-0.8555	-1.3635	0.2706	-0.0451	-0.1102	-1.9077	-1.0128	-0.9387	0.62575	-1.1986	-0.7632	-0.7048	0.1356	0.6145	-0.7444	-0.5077	-1.7697	-1.8372	-0.4301	1.5496	-0.8963	-0.1138	0.8419	0.3436	-0.988	-1.2577	-1.7204	-0.8232	-0.3409	0.2186	-0.8446	-0.5974	0.3377	1.5651	1.2922	0.6265	-0.479	-0.8194	-0.63655	1.2968	-0.5777
SAC3D1	-2.2658	0.3439	-2.1777	-0.005	0.9526	-0.0558	-1.209	1.0565	-0.5316	0.9233	-1.6742	1.0532	1.6019	-0.2896	-2.2637	1.0183	0.304	-1.2361	0.7876	-1.0333	1.2496	-0.5452	-0.2033	-0.3862	0.7051	-1.7357	-0.2557	-1.1586	-1.3422	-0.3332	-0.387	-0.5376	1.0039	-0.2949	-0.3915	0.9686	0.3344	-0.2115	0.8961	-0.0918	-0.3425	-0.1865	-0.7435	-0.6217	-0.5068	-0.4991	2.1196	0.2268		-0.9269	3.8362	-0.4184		1.4213	-0.0779	-1.3171	-1.8426	0.1814	-0.141	0.948	-1.8946	-0.848	-1.8655		-0.623	1.6836	2.4162	-1.7732	-0.3237		-0.4936	-0.22255	-0.8168	0.47967	-0.8489	0.2448	-1.1326	-1.1073	1.5432	0.7492	-0.7134	0.9194	0.3683	1.11915	-0.7902	0.4053	-1.5967	-0.3321	-0.0199	0.60885	-0.9157		0.0207	1.6373	0.5924	0.4573	0.09765	-0.6948	1.2302	0.2727	-0.2457	-0.4988	0.0159		-0.7224	-0.4425	-1.0629	-0.6586	-0.9112	-0.7715			0.5172		1.4501	1.8267	-1.1238	-0.219	-0.9402	-1.0964	0.2861	-0.6612
SACM1L	-2.1778	-0.8881	-2.1008	0.2741	1.2967	1.5123	-2.6535	-2.0329	-0.6237	-2.073	0.7961	-1.8549	-0.5015	-1.1322	-1.3681	0.239	2.0292	-1.2236	-1.4732	-2.1703	-1.8558	-0.594	-2.2868	-2.0054	0.4674	0.2359	-1.3225	-0.6308	-3.1948	-2.1652	-1.8822	-0.8596	-2.0799	1.6574	-1.2	-2.9306	-1.6932	-0.4286	-2.0755	1.9879	-1.6401	-2.0653	-0.2981	-1.8042	0.1349	-0.8882	0.604	1.0617	-0.8667	-1.3214	-0.2639	0.2133	-0.5904	1.7302	2.21155	0.5634	-1.0195	0.8673	-0.4374	-1.8401	0.3371	-0.9748	0.4308	-0.7926	-2.7623	-0.8764	-1.8311	-0.45	0.9539	0.5833	-2.008	-2.03	-0.116	-0.17033	0.2013	-1.823	2.0212	0.6001	-0.0366	0.4678	0.9437	0.1873	-0.422	-1.08035	-0.8291	0.4447	-1.0478	0.0953	0.2719	1.13845	-1.4838	1.15	-3.0018	-0.8077	-0.0387	1.1941	0.31875	-1.1204	-2.4906	-1.2436	-2.9577	-1.1811	1.5567	-0.7561	0.1486	-1.9412	0.2521	-1.9089	-0.3615	0.6064	0.6908	0.3761	-3.2358	-0.0148	-0.5496	0.4512	0.4753	-0.6064	1.8276	-0.0048	-1.5554	1.7395
SACS	-0.184	0.6262	0.6384			1.2777	-0.1939		2.513	-0.1409	-0.7962	-1.0689		-0.704	0.4735	1.4366	-0.9519	0.5158	0.5867	0.3124	0.3464	-0.126	-0.2507	0.169		-0.8695	-0.6294	2.2373	-0.6627	0.0818		1.4853	0.9057	-0.1081	0.9657	-1.4752	-0.6288	1.0167	0.5629	0.0988	0.6918		-0.2418	-0.9873	-0.3036	0.3281	-2.471	0.1553	-1.1585	-0.1718	4.3971	6.5159	-0.7628	-1.2695	-0.25975	0.047	-0.386	0.1275	-0.426	1.0105	-0.9717	1.6397	0.8005	-0.4152	-1.0502		0.3883	-1.9074	-1.7887	-1.757	-0.4518	0.17245	0.5822	-0.67713	3.4369	-1.3483	0.1603		-0.7758			0.3412	-0.6445	-1.23435	-1.0904	-0.4846	0.1929	-0.1443	-0.4323	-0.2792	0.8631	-1.3624		-1.0045	0.1855	-0.7075	-1.5518	2.2557	2.9033	1.7406	-0.6047	0.3511	-1.2717	-1.2617	0.773	0.6235	1.6781		0.5866		-1.5091	-0.9504	0.007	3.2361	-1.3828	0.4653	0.9262			1.26735	-0.9547	1.4861
SAE1	-0.2369	-0.977	-1.0184	-0.8586	-0.5062	-2.3698	0.9541	-1.778	0.8006	0.4218	-0.1718	0.4965	-0.9337	0.0928	-0.2817	-0.605	-0.2859	-0.3257	-0.0043	0.7576	0.9454	0.347	0.6145	-0.1448	-0.0594	-0.1148	0.1255	-0.5258	0.0194	0.7616	1.558	-0.2541	0.3147	0.9508	-0.8198	1.4824	0.1378	1.2793	0.2114	-0.1547	-0.5602	0.3268	0.6704	-0.079	0.9023	-1.2912	0.6231	-0.8684	0.3917	-0.0636	-0.7463	-0.8321	0.7353	0.5155	-0.3286	1.3072	0.2307	-0.2778	1.2179	0.0998	-0.0581	-0.5592	0.4158	-0.8361	-0.1654	0.8309	0.8367	0.1606	-0.1981	-0.1775	-0.3058	-0.4197	-0.1083	0.135	-0.1702	-0.0502	-0.2741	0.73	0.4825	0.1241	-0.1166	-0.5286	0.5138	-0.35495	0.6842	-0.3007	0.0755	-0.9502	-1.3009	-1.04825	-0.0672	0.1602	0.154	-0.3946	-0.0193	-0.9938	0.8772	-0.4689	0.0109	-0.6214	0.0753	0.3029	-0.7244	0.6056	0.9558	-0.3233	0.2332	0.3219	-0.1279	1.3699	0.1791	0.2268	0.8091	-0.3673	1.6214	0.2571	-0.4343	-0.8457	-0.9455	-5e-05	-0.408	-0.6642
SAFB	-1.0606	-1.1513	-0.6213	1.1436	0.254	0.4652	0.2971	-0.1849	0.0329	1.046	0.9309	-0.939	0.3756	-0.0765	-0.1783	-0.4307	0.156	-0.0035	-0.938	-0.594	-0.0661	-0.6501	-0.2104	-0.4143	0.6795	-0.1868	0.4571	-0.2468	-0.161	0.2942	0.8934	-0.411	-0.4644	0.5148	-0.2844	0.622	0.3894	-0.2218	0.2686	-0.2929	0.8514	-0.8269	-0.1103	-0.4789	0.2178	1.2655	-0.3491	0.1724	-0.2567	0.4305	-0.7183	-0.263	0.3598	-0.8537	-0.39465	0.2699	0.2907	-0.6434	1.2576	0.3904	-0.5765	-0.4531	0.9087	-0.6416	-0.0603	0.883	0.9148	-0.51	0.0617	-0.3393	-0.0017	-0.38625	-0.009	0.45443	-0.8782	-0.3748	-0.4757	0.3372	1.3514	-0.1897	0.5044	-0.8096	0.0716	0.78745	0.9049	-0.3401	-0.356	-0.5064	0.245	-0.20775	-0.8059	-0.1492	-0.2151	0.983	0.3377	0.3892	-0.2002	-0.4469	-0.2242	-0.3933	0.5432	-0.4253	0.462	0.0999	-0.2138	-0.5992	-0.5326	-0.2699	0.4218	-0.8117	0.7172	0.601	-1.1743	0.0406	-0.0708	-0.3054	-0.5961	0.6365	0.2362	0.0205	-0.6598	0.2215
SAFB2	-2.485	-1.4876	-0.9949	0.8896	-0.0285	0.5443	1.1248	0.0267	-0.5292	0.8479	1.2391	-0.971	-0.1748	-0.0347	-0.1359	-0.4929	1.2723	0.3844	-1.014	-0.8306	0.171	0.0398	-0.2175	-0.6456	0.2406	0.006	0.7517	-0.4291	0.0646	0.5941	1.3777	-0.6394	-0.3254	1.1527	-0.1211	0.5673	0.1291	-0.4678	0.0867	0.2286	1.5458	0.0029	-0.105	-0.0181	0.4317	1.5866	-0.2972	0.2982	-2.3491	0.0424	-0.8753	-0.3382	0.7395	-1.1299	0.05545	-0.0016	0.4251	-0.394	1.1953	-0.2168	-0.1232	-0.1347	1.7292	-0.3833	-0.5654	0.2271	1.4665	0.3548	0.5663	-0.3731	0.529	0.74525	0.6689	0.26467	-0.7202	-0.6859	-0.3056	-0.0804	1.106	0.2412	0.5135	-1.1824	0.8876	0.7151	0.0979	-0.9081	-0.2767	-0.2804	0.3322	-0.87715	-0.5417	0.0522	0.3412	-0.4052	-0.1272	0.154	0.13785	0.0598	-0.2434	-0.4739	1.7727	-0.4805	0.8733	-0.5429	0.036	-0.5679	-0.2484	0.0869	0.4465	-0.8519	0.6934	-0.0245	-1.3788	0.1992	0.1357	-0.536	-0.0232	0.6417	0.8691	0.3215	-0.9511	0.3498
SAG			1.2575	-2.1583	-0.6834	0.3936	0.7358	0.6665		-2.8199	1.4237		-0.509				-1.8567								-3.0258		-1.9338				1.7241									-1.6878	-0.3467	0.5286	0.9521	2.0098		-0.1265		-0.6196	0.2679			7.2329	-0.5555		-5.7004					-2.4645	-0.7834	7.962		0.1509		-1.4108		0.4349		-0.3369		-1.3939		-4.4637			1.2962	-0.0525	-1.4585	0.2686	1.3739					5.3176				4.8142		-2.2196	1.6435				2.395							1.6598				1.5431		0.7298	2.6506	4.0326		-1.153	-0.1248			-4.8604	-1.8094	3.9803		
SAGE1								-2.7747											-3.2394																		6.1542					-1.9457					-1.3787																			-2.8538			-1.8015									0.8166		0.7517	-1.2738		2.5253	-0.2164					1.3114	2.1749			-1.8302	-0.4105														-1.5695		0.8159												
SALL1			-0.8796				-4.1264		2.0524						-1.9617	1.7951	-0.8673							3.6287					-1.8783					1.9216	1.5252			5.3092	0.6426		-1.8681			-2.0308				-1.2144						0.4858	0.418			1.5135			-2.6083						-3.0101	-2.6601			0.997	-0.3295		0.1791	1.4417							4.0665			-0.9704		1.6558				1.8121												3.2178		-0.028	0.0404	1.7647														1.304	1.1222
SALL2	-2.8293	-3.7408	-0.0299	-0.7624	-0.3572	-0.6485	1.8743	-0.0396	-0.2458	0.485	1.0401	0.3632	-0.0743	-0.8952	-0.8752		1.2617		-0.6223	0.1275	-0.7603	-1.6154	2.4088	0.1931	0.9264		0.1106	0.433		2.2837	1.795	-2.2467	2.3924	-2.3203	-0.3165	-0.4899	-0.704	-0.9062	0.3872		-0.9768	-1.4225		-0.357	0.4611	3.1544	-3.7682	0.241	0.43	0.4305	-0.4462		1.8271		-0.9463	-0.5335			0.6196		-4.0728			1.0943		0.2078	-0.1684	2.7231	0.2619	-0.7354		0.4404	0.7632	2.64	-1.2819	-2.8127		-0.668		-0.6803	-1.3496		-0.7159	3.34735	1.3463		2.7442	-3.5558	0.1746	0.09385	0.433	-1.1807	0.4053	0.6869	-0.1771	-1.1298	-0.3995	-4.095	0.2706	-3.3221	-0.417	-0.7492	1.0663	0.7179	3.9192		-1.7069	-0.9487	0.5207	-0.717	1.0759	-1.7119		-0.9918	0.7037			2.1628	-0.4833	0.19925		-0.0409
SAMD1	-0.9197	-2.3833	-0.2733	0.869	0.2386	0.2454	0.1832	-0.6641	-0.5434	0.9548	0.9694	0.0006	0.7299	0.7661	-0.801	0.4556	-0.4085	0.6503	-2.3479	-0.1786	-1.3575	-1.1205	-1.059	-0.5451	0.7508	-0.7906	0.9126	-0.9624	-0.5486	0.6091	0.9117	-0.2514	-0.7712	0.3172	-0.1318	0.4533	0.1262	-1.1419	0.5323	-0.6762	1.2618	-0.5329	-0.0942	-0.0238	-1.1298	1.2632	0.2462	2.1654	-2.2312	0.6532	-0.4378	-0.2028	0.0048	-0.0577	-1.0457	-0.4806	0.9338	-1.2074	1.8502	0.6251	-1.2902	-0.5886	-0.519	-2.6389	-0.6502	1.0817	0.9425	0.1006	-0.3365	-1.129	-0.4161	-0.209	-0.1313	1.345	-2.3497	-1.9572	-0.7714	0.4207	1.6533	-0.1922	-0.0499	-0.4179	0.1486	0.4373	0.3328	-1.358	0.9323	-1.1217	-0.6939	-0.7329	-1.9302	-0.1198	-0.6689	0.1515	0.4124	-0.0302	-0.42785	-0.4338	-0.2188	-0.2757	0.2576	-0.9904	-0.37	-1.5146	-1.3773	-1.4552	-1.5608	-1.0764	-1.0156	-0.8461	-1.5829	-1.2698	-1.365	1.4105	-0.4182	1.0166	-1.4447	1.6506	-0.8378	-1.2532	-0.185	-1.717
SAMD11		-2.6116										-0.1175						1.4574	-4.6155		-0.9842	1.8632				0.0896				0.7691		1.3807	0.9241		0.5963	0.3705	-4.1171		0.381						-0.4747		-0.0897				-0.5977						0.4755		0.6649				1.2784		0.7297				0.4301			1.0562		-1.1716	-0.4715	1.0843							-0.2993	0.8672			1.037		-0.315	1.7922	1.3096			-0.7332							4.4521				-1.027		-0.0861		0.2294				-1.087			1.5651	-0.1002					0.9403
SAMD12	-1.4245	-2.453	-1.0312	-2.0873	-2.5428	-0.8214	0.0812	-0.8094	0.9163	-1.6049	0.5698	0.1372	-2.0872	-1.7776	1.0565	-1.8846	-0.159	0.4501	-1.5627	-1.413	-0.3236	0.5907	1.7949	2.1281	-1.7712	0.6678	0.3829	3.7128	-0.5618	1.7239	0.4497	-0.1193	0.8648	-0.1102	-0.0007	-1.3331	0.6092	-0.2445	2.3451	-0.3809	-0.3736	-0.047	1.4752	-0.2428	0.7686	0.4664	-1.7801	1.4906	0.5095	-1.1878	0.3755	0.7272	0.9693	0.1026	0.65255	0.6164	1.193	0.1956	1.0726	0.3581	-0.4068	0.496	-0.9548	1.3643	0.9466	-0.5967	-0.9418	1.2697	0.5834	0.5881	-0.6635	0.25675	0.3249	-0.76903	-0.3487	-2.0617	-0.8054	-0.9557	3.0525	1.1203	0.1955	0.5303	-0.9498	0.89435	0.4405	-0.6126	0.7927	-1.3069	-0.9085	-0.6056	0.3372	1.8499	0.1848	-0.8839	-0.1909	0.531	0.8796	1.2093	1.1263	1.4018	-0.9692	-1.188	1.8953	-1.4451	0.5781	0.2348	0.336	0.464	-0.7738	-0.5017	-0.1164	1.0356	-1.5994	-0.7652	-0.9205	-1.1127	-1.0575	-1.3527	-1.3525	0.4103	0.6314	1.3131
SAMD13												-1.1515						-0.2694			-1.1205					-1.0692				-0.6256			0.8423		-1.896	-0.5601			-0.2403										-0.463		1.4132		0.3598				-0.2492		-0.6393				2.5347	-0.0669	0.6178					0.1341		5.0948		-0.1646	0.0053	-2.0403											-0.9272				0.1431	0.1995												0.8898	4.4035		-0.5109				0.522	4.4955	0.8091	0.3957		-1.2871	1.5944					-2.1196
SAMD4A	-3.974	1.3912	0.2007	-0.9386	2.003	1.1542	1.3525	1.0641	0.3116	0.2816	-1.3628	-1.9241	1.1571	2.6246	-0.5944	-0.0199	-0.491	1.6639	-0.1866	-0.441	-0.2937	0.7102	-0.4214	0.3862	-0.2788	-0.4051	-0.4141	0.7065	1.0599	0.0543	0.081	2.6688	2.055	-0.1832	0.7837	-1.85	0.8117	-1.0261	0.4485	0.5218	0.7415	-0.498	0.5255	0.8749	-1.3089	-0.464	-1.4742	1.0045	-0.2066	-0.7169	1.4356	1.2738	-2.8498	0.1977	0.006	-0.8293	-1.1995	1.3633	-1.5189	-1.1684	-0.4161	1.3066	-0.9067	0.9114	0.6856	-0.2378	-1.1862	-1.3088	-1.6226	-0.2572	-0.0494	-0.1392	0.9186	-1.55913	0.1165	-0.5974	0.9115	-0.7516	0.0029	1.576	1.0164	1.9702	1.3384	-1.6539	0.0503	3.2095	1.5511	2.524	0.9593	0.59655	0.7626	-1.2225	1.1462	0.6426	1.3369	1.5824	-1.81525	0.8956	0.842	-1.0638	0.1352	2.8803	0.1267	-0.0422	0.569	2.0344	0.8799	1.4735	1.0923	0.2476	-1.0686	-0.4912	-0.0941	2.4933	0.5206	0.5947	0.9076	-0.4608	0.5645	0.4923	-0.5627	0.0068
SAMD4B	-0.0353	0.2394	0.1708	-1.545	-0.1184	0.0553	0.0267	1.1457	0.6211	3.5602	0.0947	0.1929	0.4962	1.4812	-0.1995	-0.2464	-0.0258	1.4512	-0.1427	-0.1269	-0.0903	0.3055	-0.4356	-0.0402	0.9465	-0.2448	-0.2879	0.3639	-0.0947	0.5167	0.4011	0.544	0.464	1.0367	0.0475	1.4746	-0.4697	1.2421	-0.461	-0.1253	-0.0979	-0.8768	0.4477	-0.1076	-0.6913	0.7031	-0.4884	-0.491	-0.3186	-0.8463	0.1511	1.2387	-0.771	-0.3042	-0.63815	1.4242	0.1347	0.6604	-0.1127	-0.1199	1.5691	0.9529	3.6107	-0.482	0.2076	-0.5272	0.1515	-0.1257	-1.167	-0.0519	0.6154	-0.3663	0.2994	-0.97397	-0.2814	-0.5705	0.4744	-0.003	0.4007	-0.0303	-0.7285	-0.1234	-0.014	-0.3688	0.0114	0.9865	0.377	0.5528	-0.7274	-0.53245	-0.1724	-1.3649	-0.0049	0.0504	0.5536	0.6443	-0.3582	-0.504	0.3444	-0.2896	0.0427	1.3251	-0.9459	-0.1513	0.4106	0.1752	0.1574	0.2145	-0.1554	0.6724	-1.0607	-0.9088	0.2529	0.6601	1.5838	-0.0663	0.1969	-0.0708	-0.4833	0.1981	0.3617	-0.7179
SAMD8									-0.1348						-0.9627	0.9461								-0.4686					-1.4722					1.1505				-0.0274																0.7679	-0.87			-1.2613									-2.937				-1.3462											-0.5367			1.281																		-0.9269			-1.0507															-0.4512	
SAMD9	1.3401	0.8109	-1.5884	1.8988	-0.8606	-0.6633	-1.7735	-0.1161	-0.0568	-1.5961	-1.939	-1.3759	0.6545	-1.0008	-0.3453	1.3967	-1.3028	-0.8513	1.3262	-0.4688	0.5722	-0.0406	-2.045	-0.7764	-1.0963	0.9046	-1.3843	-0.6364	-1.4112	2.5937	-0.8429	-0.8404	-0.5421	-1.6609	-0.3701	-1.0114	1.6621	-0.6457	0.4955	-0.6427	0.1425	-2.1027	-0.0459	-1.2577	-0.5282	-2.1373	0.8361	-1.629	-0.5219	0.3075	1.6908	1.1484	-1.8196	1.947	1.2409	-1.679	-1.989	0.2466	-2.489	1.1224	-0.4092	0.104	0.8546	1.0508	1.9535	1.1801	4.288	-2.582	0.0574	-3.322	0.7705	3.6781	1.887	-2.2999	0.1926	-1.6836	-0.4364	1.1414	0.8379	0.7741	2.1161	-0.0991	0.3826	-1.18495	1.1291	0.3429	-2.1711	1.1381	0.3389	3.2128	-0.8433	0.1308	-1.0688	0.8128	0.4014	2.6253	0.39205	-0.5281	-0.3418	-0.2181	-0.7407	2.3175	0.1108	-1.1295	0.8004	-1.4771	-0.1835	-0.4469	-0.8122	-1.5006	-1.0316	1.9029	-1.8385	-1.5962	-0.505	-2.5022	-0.4316	-0.9835	0.1758	0.1324	-1.8179	-0.6344
SAMD9L	0.3775	-0.3375	-1.2063	3.0429	-1.1508	-0.4682	-2.3451	0.3376	0.9824	-0.8475	-1.6726	-1.0334	-0.1672	-0.0028	0.7306	0.2714	-2.9709	-1.0891	1.3465	0.1354	0.0272	-1.0962	-1.8199	-0.4928	-0.6556	-0.6652	-0.3398	0.3611	1.0095	-0.7006	-1.0374	-1.4596	-0.7221	-1.9938	-0.8894	-0.5461	1.0576	-1.5802	0.4669	-0.5966	-0.5311	-1.5819	0.048	-1.1834	-1.0496	-2.3224	0.7787	-2.6612	-0.2832	0.6851	2.1844	0.7523	-1.0336	3.5181	0.68295	-1.4627	-1.3507	0.5442	-2.0455	1.2602	0.6858	-0.1465	-1.6581	0.2873	0.7568	1.9305	3.6154	-2.0956	0.1724	-2.1627	1.2803	1.0585	0.2816	-2.89267	-1.9079	0.2341	-0.3945	0.6248	0.5615	0.6471	0.7165	0.6735	0.1429	-1.2854	0.3045	-1.1216	-0.0006	-1.0727	-1.0058	2.2244	-0.8363	1.0836	-1.0406	0.1019	1.907	1.1969	-0.35235	-0.9295	-0.6726	0.5584	-1.5187	1.5939	-0.1391	-1.4534	-0.9052	-0.6588	-1.4174	-0.3279	-0.7655	-1.0442	-1.7254	0.5027	-1.3513	-1.6088	-1.1599	0.5694	-0.5351	1.1617	0.399	-1.34465	-1.0986	-0.8581
