IDX	CPT000814	CPT001846	X01BR001	X01BR008	X01BR009	X01BR010	X01BR015	X01BR017	X01BR018	X01BR020	X01BR023	X01BR025	X01BR026	X01BR027	X01BR030	X01BR031	X01BR032	X01BR033	X01BR040	X01BR042	X01BR043	X03BR002	X03BR004	X03BR005	X03BR006	X03BR010	X03BR011	X03BR013	X05BR001	X05BR003	X05BR004	X05BR005	X05BR009	X05BR016	X05BR026	X05BR029	X05BR038	X05BR042	X05BR043	X05BR044	X05BR045	X06BR003	X06BR005	X06BR006	X06BR014	X09BR001	X09BR004	X09BR005	X09BR007	X11BR003	X11BR004	X11BR006	X11BR009	X11BR010	X11BR011	X11BR012	X11BR013	X11BR014	X11BR015	X11BR016	X11BR017	X11BR018	X11BR019	X11BR020	X11BR022	X11BR023	X11BR024	X11BR025	X11BR027	X11BR028	X11BR030	X11BR031	X11BR032	X11BR036	X11BR038	X11BR040	X11BR042	X11BR043	X11BR044	X11BR047	X11BR049	X11BR050	X11BR051	X11BR053	X11BR054	X11BR055	X11BR056	X11BR058	X11BR059	X11BR060	X11BR072	X11BR073	X11BR074	X11BR075	X11BR080	X13BR009	X14BR005	X14BR008	X14BR014	X15BR003	X16BR012	X18BR002	X18BR003	X18BR004	X18BR006	X18BR007	X18BR009	X18BR010	X18BR016	X18BR017	X18BR019	X20BR001	X20BR002	X20BR005	X20BR006	X20BR007	X20BR008	X21BR001	X21BR002	X21BR010	X22BR005	X22BR006
MEIS2	-0.06	0.249	-3.2918	0.3192	0.8053	-0.8811	0.6817	0.2325	0.2731	-1.3894	-2.2044	-1.5052	1.1903	0.9891	-1.3595	0.6345	-1.9445	-0.1476	0.0736	-2.4579	0.8961	0.4188	-1.0335	1.5822	-2.4347	-0.9543	0.8657	0.2558	1.0591	-0.2838	0.349	0.5078	3.2127	-1.6768	1.0024	-0.6128	0.2525	1.6304	-0.9016	0.5602	-0.2703	-0.3185	-1.0614	2.8433	-1.4127	-0.7157	1.8524	-1.2045	-0.79	-0.0404	-1.4304	-0.3096	-0.079	-0.1607	-0.1761	0.3174	-0.2537	2.1716	-1.1999	-1.9679	-0.1288	2.3107	-0.8853	0.2387	-0.6376	1.4279	0.7154	-1.6486	-1.5468	-0.0411	1.6757	1.1023	1.7004	0.25	0.8084	-0.8015	0.5935	-0.7675	-1.1028	0.0818	-1.1752	1.0429	-0.8598	-1.046	-2.998	1.0498	1.4898	0.4531	1.441	0.0788	0.9965	0.2048	1.6292	-0.105	-0.7293	-0.6005	-2.0899	1.2538	-0.1809	0.9398	0.1393	1.8865	-0.6699	-1.492	0.0604	-0.8192	1.5164	-0.1044	0.519	0.3857	0.5788	-3.513	0.7901	0.0669	2.3587	-0.1032	1.1778	-0.6206	-0.0766	0.8784	-0.709	-0.3078
MEIS3	1.2934	0.9332	-3.4203	-1.6588	0.8896	0.2194	-0.1035	-2.0003	-0.3449	-1.5199	-0.0393	-3.7434	1.6241	-2.8966	-0.0389	-1.7488	-0.2036	1.0006	-1.4823	-0.2801	-1.9875	0.604	1.1684	0.7528	-0.1015	0.6057	2.3435	1.0627	-0.4978	0.3959	2.2328	1.6227	0.3229	-0.7873	1.5933	-3.1526	1.9982	-1.4748	-0.7698	-1.0778	-0.7795	-3.0152	0.1033	-0.9784	1.8536	0.6557	-3.5839	0.2025	2.4552	-3.073	-1.568	-2.2421	0.4677	1.3956	0.2597	1.6218	-1.764	2.2315	1.1872	-3.4212	-1.2874	-0.0183	-0.0718	0.7272	0.4963	-2.6181	-3.3543	0.3736	-0.7315	-1.8414	-3.5905	1.5075	2.0416	-2.2392	-2.0012	1.7528	0.7613	1.6598	-2.7699	2.2259	-2.1765	-0.5022	0.9813	1.2246	1.4945	0.5434	0.0403	1.0425	-0.073	-0.6471	1.1613	0.0083	2.8888	0.2407	-2.3369	0.5383	-1.0937	0.017	1.3703	2.3343	-0.2279	1.2322	-2.2134	-0.9103	1.5462	-0.5646	1.9128	0.028	1.8048	1.8665	-0.2624	-1.2192	-0.998	-1.7099	-4.227	-3.6719	-1.2932	1.5947	2.0603	0.0538	-2.8604	0.749
MEIS3P1	-0.9758	-1.2111	0.0881	-1.2466	-1.1227	-1.2646	0.1523	-1.2459	-0.2197	-1.3131	0.6263	0.2007	-0.433	-1.4582	-0.8512	-0.1664	0.4295	-0.7462	-1.848	-0.2034	-2.4403	0.8481	0.398	1.6518	-0.9383	1.1835	0.7696	0.4943	-1.0341	0.4582	1.0606	0.1627	0.809	0.6817	5.1437	-0.1637	0.2677	-0.7206	-0.7111	-2.5596	-0.8459	-1.3836	-1.2214	0.2375	1.3198	0.2438	0.5461	-1.0727	1.4378	-1.4578	0.0516	-0.2346	-0.4357	0.9624	0.9392	0.9714	1.8467	0.8967	0.2754	-0.6934	-0.7746	1.1355	-1.2255	0.3611	0.5069	-0.881	-1.3645	-0.293	0.9166	-1.5577	-1.5218	0.318	-0.1011	-1.8377	-1.5882	1.2186	-1.1994	-0.0839	-0.6435	1.6785	0.0404	0.2913	0.3682	1.5158	0.3445	0.3068	-1.027	0.005	-1.3705	-0.5276	1.5469	-1.1516	2.1013	-0.1431	-0.2099	-0.347	0.9721	0.8835	0.6296	0.0277	-1.3717	-0.062	0.162	0.386	0.297	-0.0597	-0.5526	0.6855	2.0329	0.2093	1.0239	0.2018	0.9653	-1.8963	-1.0005	-0.4854	-1.9003	-0.0831	0.3815	0.5697	-2.1968	0.7641
MELK	1.5173	0.0978	1.3742	1.5374	0.1738	0.193	0.1239	1.0903	0.9972	2.0868	-0.0327	0.0654	0.2842	2.4706	-2.24	2.0566	-0.9501	0.8983	1.1738	1.0945	0.9849	-2.0094	-1.6259	-2.9109	0.8492	-1.3375	-0.0717	0.1865	0.6974	-0.4206	-1.5734	-1.4015	-3.6284	-0.4952	-1.4199	1.8874	0.3122	1.8613	3.1068	-1.2126	-0.5232	1.5953	-1.2032	-0.9838	-0.4719	-0.8689	-2.0274	1.9932	-0.62	1.9427	1.6636	0.3769	0.1223	-0.7013	0.6461	-0.466	0.5465	-3.4436	-0.0408	1.8449	0.71	-3.1177	-0.609	-1.0476	-0.0156	2.3771	2.3918	-0.2741	0.0471	0.3714	0.4557	1.0113	-0.8517	1.8991	-0.0991	-2.2336	0.0374	1.4654	2.0513	-0.9066	1.1984	-2.0109	-0.9689	0.9077	-1.4446	-1.6869	-2.4682	-0.4479	-0.2665	0.8954	-3.3148	0.2942	-1.3966	1.5236	1.7934	0.1977	-0.2333	-7.2898	-1.8211	-1.8901	1.3782	-0.8696	-0.0798	-1.314	1.9243	-1.4187	-1.2529	-0.0976	-1.8753	0.6401	-2.6666	-1.8757	0.657	1.6233	2.1473	1.482	0.5725	0.0266	-0.1616	-1.7504	0.4369	-3.1376
MEMO1	1.243	0.8043	1.3914	0.5434	0.5676	0.5359	-0.3522	2.963	0.0845	1.0455	-0.0999	0.5395	0.0046	1.3639	-1.1007	3.0247	0.6382	0.3476	1.4878	0.9054	0.6271	-0.2209	3.0186	-1.4124	0.5419	0.5326	-0.4474	-1.09	0.3738	-2.5814	-0.0631	0.0273	-1.1433	-0.8434	0.3533	-0.2557	-1.2515	0.9376	0.9761	0.3798	-0.7461	-0.6064	0.6539	-1.7155	3.3167	-0.4463	0.2454	0.0771	-0.219	0.1226	-0.3805	-1.6064	-1.6204	0.5179	0.415	-0.3609	-0.1407	3.6763	-0.5933	0.6672	0.9271	-0.4871	0.166	-0.6067	0.625	0.853	0.1183	-0.5291	-1.0596	0.2156	-0.0291	-1.32	-0.4995	-0.0634	0.4079	0.9316	0.7197	-0.3573	-0.7993	-0.1467	0.1589	-1.0483	-0.3964	-1.2306	-0.3523	-0.8798	-0.6491	-0.36	0.1343	0.1983	-0.4198	0.7997	-1.0903	-0.1147	0.5974	0.151	-2.2668	-1.5497	4.7963	0.1916	-0.4217	-0.481	-0.147	-0.984	-0.8157	0.1762	-0.0804	-0.6871	-0.1388	-0.9083	-0.9101	0.0546	0.9039	0.2709	0.8187	0.586	0.3423	0.0229	0.2564	-0.7605	0.2238	-0.2387
MEN1	0.2561	-0.1567	-0.2989	0.0155	-0.7785	0.3152	-0.2592	-0.1198	0.2081	0.487	0.2792	0.1076	-0.1221	-0.0906	-0.4819	0.262	0.0094	-0.2301	0.6853	0.5973	0.1823	-1.0603	-0.4495	-0.6089	0.5113	-0.3188	0.3363	-1.8271	-1.248	-1.2768	-0.0777	0.3352	-1.1541	-0.0801	-0.3211	0.2532	0.0267	0.5706	0.6004	0.3678	0.7949	0.3007	0.3536	-0.2405	-0.246	0.5146	0.1329	0.6502	0.4944	-0.252	-0.4367	0.2316	-0.0313	2.1352	0.2601	-0.4609	-2.4418	-0.3369	-0.5516	0.3312	-0.3088	-0.6457	0.7704	0.3907	0.4156	-0.3399	0.3109	0.1767	0.2261	-0.078	0.042	-0.6737	-1.692	0.6335	-0.5047	-0.2927	0.2402	-0.6615	0.651	0.7661	0.4895	-1.2201	0.7455	-0.2076	0.3886	-1.203	0.476	-0.0169	0.3006	0.7906	-0.058	-0.0321	-0.0888	-0.1217	-0.2858	0.3537	0.2849	-0.0173	-0.1761	-0.5179	0.6027	-0.1587	-0.0907	0.0748	-0.9116	-0.4101	0.1444	0.2771	-0.3009	-1.0608	0.3086	-1.1528	-0.6206	-1.3842	-1.0521	-0.8695	-0.8468	1.0575	0.3519	-1.1424	-0.4617	0.2272
MEOX1	-1.7077	-4.005	-0.4902	0.9196	-0.5654	-2.3693	1.8563	-1.4806	-0.6923	-0.1527	0.3856	-0.7354	1.1046	-0.3648	0.257	3.9226	-2.8865	2.1571	0.4484	-1.2173	-0.2294	0.3534	0.7594	4.7837	1.2236	0.6427	0.4551	1.3124	0.4124	1.7268	-0.0135	-7.1042	3.6125	-3.1131	2.741	0.0029	-0.9437	-1.8377	-2.3959	-3.7775	-1.2559	0.3315	0.1413	3.8507	-0.8399	-0.4469	2.2562	-3.9875	-1.0716	0.4423	0.5676	2.0093	0.4379	-1.5419	1.2763	-2.5959	2.1888	-1.1848	0.1468	0.6528	-1.9793	4.0105	0.801	0.349	-0.0233	2.2664	-3.6887	-3.0669	-1.0273	-1.4117	1.9626	1.4057	2.1353	-3.2247	2.4693	1.5292	-2.3713	0.6698	0.0725	-1.1763	-2.2922	3.1994	-1.195	-1.7653	-0.3744	-0.6827	0.74	-0.9106	0.4844	-0.869	1.4784	0.6441	-0.7768	-1.2766	-0.1964	-2.7943	0.2971	3.1592	0.383	1.1361	-1.121	-4.3452	0.2501	-0.9237	-1.5806	-0.6283	2.2938	-4.0814	-2.0446	-0.3339	1.1584	-1.2125	-3.8028	-0.7583	-0.6021	1.1697	-3.0967	-0.8363	0.1231	-0.2114	0.9673	2.9483
MEOX2	-1.0752	-0.06	-0.0193	-1.3828	-0.4061	-0.2692	0.7767	-0.2568	0.0012	0.048	-0.7604	-1.9262	0.521	-3.0807	-1.0898	-1.6486	-1.8847	2.0471	-0.3478	-1.6967	-0.6508	0.7527	0.1942	4.5565	-1.6179	-0.607	0.8377	2.067	2.1829	1.16	1.2845	-2.3203	3.933	-0.1325	3.8393	-3.3139	1.4522	-1.0068	-1.6109	-1.6323	-1.0132	1.1307	-0.8179	5.1267	-0.9853	-1.0386	-4.5599	-1.1019	-0.3384	-0.2226	-0.8422	2.2258	-0.1689	0.0461	1.4871	-1.3933	1.3468	1.6605	-0.1543	-1.5887	-1.6075	4.1706	1.1718	0.504	-0.2669	-0.619	-5.1291	-2.5528	-0.8976	0.3228	1.0781	2.4112	2.5866	-0.63	2.887	9.5432	-0.0681	-1.3908	0.8496	0.7812	-1.0387	2.2874	-1.3528	-0.3233	-1.233	0.4345	1.1396	1.3926	0.9001	1.2007	2.6227	0.6723	0.438	0.7639	-0.5195	-1.7469	-0.8797	3.0503	1.0094	1.7129	0.9625	-2.4972	0.201	-1.499	-0.4814	1.1295	2.2772	0.3378	1.2799	1.5007	2.1325	-3.3962	-1.5374	0.5529	0.3595	-1.1867	1.2797	-3.4251	-1.3836	0.6957	0.5355	2.9208
MEP1A	-0.1448	-0.0236		1.5451			0.0635	3.3953	1.6184	0.517		-1.3312	0.1172			0.3918	0.4131	-0.7274	2.7749	-1.6869	0.2966	-2.1955		-2.2399	-1.2261	-1.2084	2.1755		6.8943	0.6124	-1.0862		0.3414	0.577	-2.7788	3.5137	-0.8504	-2.3917	0.7842	-1.1513	-0.094	-2.0124	-0.9036	-0.1195		-1.0303	0.602	0.1035	1.1998	1.123	2.7502	-0.0153	1.5356	0.1406	0.6684			-2.9584	-1.6456	1.5792	-1.759	-0.1189	-0.3994	-1.1421	0.519	1.3524	1.2504	-1.4453	-0.8291	-1.8426	0.5337	4.397	-2.5677	-0.5384	0.8514	-2.5655	-0.6232	3.5709	0.5465	-2.4857	0.5856		-0.8266	-1.5695		-1.1391	2.2187	1.7716	-0.7957	-2.2396	-0.9858	2.4628		-0.9071	0.2925	-1.6416		-0.1576	-2.6743	-2.2674	-2.3198		2.5881		-1.1964	0.5672	0.4679	2.3566		-2.2198	-0.9672			0.0991	0.4296	0.4436		0.3347	-1.9411		3.7796	-2.617
MEP1B		0.6008	1.1556	-0.1076					2.2727				-0.4771	-0.6943				-1.0742		-1.1657	1.1255									1.1863	-2.045	0.8832	1.3642		-1.5452	-0.6198		-0.1588	-0.8337	-1.3952	0.1835		1.0215	0.9882	0.169		1.5857	-0.9418		0.2109				1.8356		-0.9184		0.118		0.1058	-0.8636					-0.9993		0.6216			0.2164			-0.7323					0.2191	-1.3063	-1.3131			1.312	-0.7472		-1.2805		1.6773			-0.7578		0.1384					-1.4036	0.2547			0.1811	-0.9591	-1.5729	0.1206	-1.1642			0.3415	-1.3415			-0.5193	-0.4034		-0.6153	0.6714	0.4515	0.252		
MEPCE	0.4123	0.2338	-0.0382	0.672	0.5157	0.0611	-0.3079	0.1289	0.8938	-0.2461	-0.0865	0.1169		-0.137		0.5416	0.4286	-1.8718	0.0755	0.4273	-0.0423		-0.5264		0.1259		-0.5611	-0.0239	-0.4191	-1.0542	-1.1486	0.3808	-0.2816			0.5423	0.0756	0.2319		0.406	1.2864	-0.0956	0.335	0.2165	-0.19	0.3782	1.2554	1.9489	-0.531	-0.5174	-0.4214	-1.6408	-0.5165	-0.0734	0.314	-0.7471	0.2833	-0.2847	0.009	1.0061		0.1762	0.7834	0.0967	0.9093	-0.25	0.5234	0.0081	-0.5659	-0.2187	0.3716		-0.2714	0.9348			0.1425	-0.1234	-0.401	-0.73	0.071	-0.2388	0.2943	-0.0307	0.0843	-0.6364	0.1927	-0.2152	-0.4428	-0.6159		-0.0909	-0.6814	0.3485	0.1396	0.187	0.0112	-0.121	-0.4166		0.6519	0.1618	-0.3177	-0.235		1.1353	-1.0469	-1.0789		1.0521	0.0102	-0.473	0.6229		-1.1434	-1.171	-1.1992	0.2334	0.5024	-0.9515	0.3301	0.4962
MEPE		-1.4494		-1.0847		0.4216			-1.2329			4.4952	1.0121		-1.1986		8.1815	-1.3825			-1.855	0.0227						-1.5813	-1.3998	3.8918		-1.3074	-1.5566	0.1018	1.852		-1.5267	-1.8565	8.9654			-1.2611	3.8884		1.1868			4.6157	-1.8594		5.1809	2.9521	-0.0032	-1.3207	3.6882	10.3821			-1.071		6.9299			2.9996	-1.8268		-1.2312					3.3378	-1.705		6.0096	-1.669	0.827	3.287	-0.0719	-0.0872	1.8992	-0.3104	-1.3936	-0.9806	0.754	2.9735	1.5332	0.685	5.7593	0.7759	-1.7377		-0.1655	8.8138			-0.1127		2.8889			-1.5419		0.0021	-1.9073	-0.3455	1.2123			2.6609	1.5771	-0.6451					0.0568	-0.9868	0.7803	0.5613	2.8902	
MERTK	-0.7016	1.3192	0.3571	0.9403	1.3124	-0.2852	0.1087	-0.1864	0.6674	2.0887	-1.0557	0.4765	0.85	-0.8721	0.4534	0.9461	-1.4683	-0.0038	0.5306	0.2745	-0.875	0.4191	0.073	-0.6595	0.5742	-1.023	0.4064	-1.2601	-0.2554	0.9053	0.5507	1.3883	-0.753	-0.3578	1.3517	-0.2756	0.6911	0.819	1.0651	0.6441	0.0614	-0.2463	0.0872	0.4051	-1.2884	0.3451	2.2302	-0.3486	-0.4299	-0.4309	0.1728	0.8004	-0.3229	0.4028	-1.258	2.5592	-0.539	-0.6389	-0.431	-0.03	-1.2175	0.3692	-0.8565	-1.6266	-0.4706	1.6365	-0.274	-0.998	0.282	-0.331	-0.8175	-0.1795	-0.2215	0.2461	0.0209	-1.2062	0.5517	0.4286	0.4037	-0.5926	-0.136	-0.5506	0.2145	-0.6542	1.171	0.0394	-0.1933	0.812	-1.457	0.0768	-1.3163	-0.3644	0.2844	1.0733	-0.9044	0.2072	0.3548	-1.2861	-0.246	-0.3732	-0.3369	0.0547	0.9851	-0.1369	0.807	-0.2883	-0.9489	-0.2614	-0.7001	0.4989	-0.8433	-0.3053	0.0835	0.282	0.4299	1.1674	0.1423	-0.8751	1.4054	0.3709	-0.4691	-1.2573
MESDC1	0.3427	-0.0754	-0.2999	0.0154	-1.3831	-0.7151	0.883	0.2123	-0.1645	-0.338	-0.6758	-0.3263	-1.2042	-0.2691	-0.3435	-0.0853	0.4077	0.5582	0.6233	0.6944	0.9945	-0.715	-0.7484	0.8929	0.5125	-0.5412	0.1069	0.108	-0.4803	-0.2482	-0.7101	-0.6225	-0.849	-0.6126	-0.579	0.582	-0.0296	0.2669	1.7448	0.1956	-0.5536	-0.4879	0.3911	-0.882	2.1449	-0.2095	-1.3139	0.2738	-0.0478	0.0625	2.1621	1.3229	-0.0237	0.4205	0.4561	-0.3944	0.0922	-0.0383	-0.1618	-0.1261	0.0343	0.2587	0.3657	1.26	0.1605	-0.2448	-0.048	-0.3162	1.1901	1.1294	0.9995	-0.5479	0.3026	-0.3906	-0.2204	-0.5683	-0.2617	0.6272	-0.0621	1.2084	2.4831	-0.1194	2.0051	1.2748	0.5993	0.7473	1.1566		-0.3046	-0.1744	2.4185	-0.1397	-0.4119	0.0007	-0.2803	-0.027	0.4374	1.1151	-0.5621	-0.4277	0.6834	-0.257	0.4706	0.4879	0.7617	-0.4681	-0.0239	0.6372	0.9643	0.4973	1.6833	0.7626	-0.2038	-0.88	-1.0648	-0.5244	-0.4478	0.5874	0.1304	-0.4898	-1.0963	-0.434
MESDC2	-0.0055	0.5001	0.0257	0.1872	-0.1548	-0.0248	0.3752	0.4979	0.8661	0.3898	0.3238	0.801	-0.9894	0.1248	0.2228	0.4393	-0.5993	0.5624	0.3884	0.1971	0.5192	0.9637	-1.6305	-0.1675	0.951	0.4042	-0.6336	0.5891	0.8492	0.5199	-0.7912	0.1246	-0.8522	-0.1235	-1.435	0.4565	-0.9429	-0.0719	0.2779	-0.3996	-0.6767	-1.0168	0.7133	0.0851	0.6005	-0.1091	-0.9095	-2.1028	0.0601	0.8363	0.6629	0.0402	0.7626	0.8584	0.3528	-0.9845	-0.9211	0.8694	-1.4083	-0.2582	-0.022	-0.1102	-0.2379	1.2425	0.8615	0.2463	0.4313	-0.9817	0.5733	-1.1275	0.884	-1.514	-1.1069	-0.2496	-0.051	0.5908	0.9854	0.257	-1.0451	-1.2681	0.4459	-0.6028	0.3138	-0.5764	0.6044	-0.2881	0.4802	-1.7113	-0.4901	-0.163	1.5447	-0.9647	-1.3087	-0.7088	0.134	-0.3754	0.0289	-1.7723	-0.8749	0.2081	-2.095	-0.4436	1.4622	0.613	0.2372	0.7952	-1.9392	-1.3687	1.5528	1.0051	-1.88	0.9103	-0.5594	-0.197	0.2651	1.4049	-0.5679	0.4009	-0.618	0.2733	-0.7487	-0.9764
MESP1	3.3235	-1.422	1.2899	0.3692	-0.7852	-4.2829	1.2408	2.0117	0.1347	0.7512	-0.3432	-1.6941	-1.4006	1.31	-0.7239	3.4735	-3.6964	-0.6985	2.1871	2.9353	-0.0319	-6.1736		5.5946	3.0877	-3.0265	-2.3991	1.6602	-0.2676	-1.8591	-1.9502	-5.4162	1.8001	-4.0348	-1.8286	0.2343	-3.6374	0.8618	4.4452	-3.0493	0.4272	-3.3159	1.6837	5.5292	-1.3246	-0.9071	0.3642	-3.1902	3.7665	1.1764	0.145	-0.8973	1.523	-5.2931	4.7282	-6.5081	0.4223	-2.5999	-3.4703	1.9602	-2.9067	0.4002	1.1771	-3.2572	3.1387	0.7577	2.225	-1.3446	10.0859	-2.8772	3.344	1.8638		2.0752	0.6653	-2.0942	-3.7552	-3.8553	2.781	3.3465	-2.4769	-0.6584	2.4121	4.2464	-4.6252	-0.9538	3.3029	-0.7055	-1.6799	-0.048	2.359	-4.3206	-2.3834	-2.3941	4.3712	1.6095	-2.4665	2.0925	3.1953		-2.451	-0.0781	-1.7466	-0.7943	0.3695	1.3063	1.5999	2.1658	1.6371	0.5849	-2.113	2.5664	0.0066	-2.0164	-1.7399	-1.3704	-4.4634	-0.5741	-1.925	-1.5653	1.1544	-5.4637
MESP2	0.9675	-1.2285	0.788	-0.4098	0.0086	-3.8266	-1.5678	-2.1909	0.6512	-4.0469	0.2284	-3.8847	0.0865	-0.0216	1.2546	2.3234	-3.3209	-2.5978	-0.0718	2.8649	-0.2385	-4.2047	3.7162	4.065	0.0309	-1.6265	-2.8233	1.1331	-2.4866	0.7598	0.3098	0.6671	2.1699	-3.1635	-1.6983	-3.1065	-3.3419	0.136	1.7312	-2.1581	-0.3143	-3.4549	0.341	0.9328	1.3634	-0.4462	-2.0727	0.2309	1.7089	-1.868	-3.0715	-3.7745	0.8996	-4.7434	5.8815	-3.5893	2.2462	-2.6559	1.848	-0.5416	-3.4007	1.1771	0.3167	-2.1632	2.7569	1.0118	1.2766			-2.6275	2.6932	1.2813	0.9434	0.1673	2.2148	-1.9343	-3.674	-4.1339	1.4127	3.0785	-2.8717	-0.2507	1.0947	2.6229		-2.7957	0.4881	-1.1035	-1.5067	-0.227	3.8187	-2.4005	0.2027	-1.5927	1.4054	1.1296	-4.6088	1.05	2.99		-3.4795	-1.1903	-1.6502	-1.5398	-2.5454	1.9469	1.2695	1.3653	0.6593	3.071	-2.5128	1.1427	-0.1567	-0.8003	-3.2344	1.1251	-3.2987	0.4531	-2.2937	0.6493	1.3873	-3.5709
MEST		1.3425	0.828	-0.414	-3.0364	-0.2652	-0.6744	1.7862	-2.9165	3.8185	-0.087	2.1029	0.2779	1.1528	-1.014	0.6721	-1.2352	-1.8792	1.2402	2.4676	1.4609	0.226	0.8241	2.697	2.3681	-0.2765	0.2679	1.7408	-0.2004	-0.5674	-1.783	-0.6405	0.2038	-1.0002	0.6105		-0.5239		-1.6374	0.6084	0.9853	0.7267	0.0655	2.049	0.363	0.1167	2.3016	-0.107	0.0335	0.2751	-0.7599	1.0124	0.818	-0.4956	0.2493	-0.1004	0.9375	-0.6032	-0.1752	-0.15	0.1115	1.4085	0.1371	-0.0674	0.2574	-2.6018	-3.8288	-0.8888	-0.4564	-0.5071	0.0597	-0.7757	-0.8217	1.0303	1.2247	-1.773	0.5063	-1.365	0.3953	-0.5258	-0.7491	0.7495	-2.4703	1.0174	-1.7523	-0.0753	0.8432	-1.5705	-0.5952	1.5335	0.6945	-0.3443	-2.6043	1.5833	3.5905	0.6649	-1.5026	0.7101	-0.323	-1.0232	0.6468	-3.8656	-0.0418	-0.891	-2.9529	-1.7358	0.5384	-2.1114	-1.3679	0.2715	-1.1879	-0.8228	-2.8009	1.1332	2.5854	0.1732	0.8451	0.6444	-1.6453	0.5869	-2.0514	1.0613
MESTIT1			1.6657							1.0443	-1.2742		1.933					2.4924				0.0013	-1.4607	7.4243				2.5066		0.8989	0.045		1.8409		2.6061		-1.5545								-0.1169			-1.2287	0.8701					-1.345	-1.4999		-0.1134	-2.0076												-1.1345	-0.0893	1.388			-2.08				-1.5162		-1.6576	2.0131				-0.1896					2.2445		-0.2041	1.195			-1.461	3.3609	-0.1246	1.3607		-1.5645		-0.0191	-0.3039		-1.4562				-1.7039		1.9469	1.4429	1.4775	-0.6897	1.7284					
MET	0.3126	2.8922	3.5396	-0.5239	-2.5007	0.2017	-1.3965	1.5131	1.6088	-0.3982	-0.7517	1.6528	0.2571	2.8165	-1.9868	3.0297	-4.6405	0.2337	-0.6649	-0.0077	2.0391	-1.1543	-0.8677	1.8242	0.2864	-1.1457	-1.1529	-1.0245	-0.3779	1.931	-1.2361	-4.6156	2.1221	-1.9936	-0.0601	0.0523	-0.7619	-0.2458	1.6308	0.3471	0.1106	-1.3966	-1.6785	2.5427	-1.6769	1.7506	-0.0338	-2.2938	-0.3874	-2.0532	1.864	0.2922	1.2609	-1.6091	-1.445	2.26	-0.243	0.6013	-1.7747	3.2771	2.792	2.3019	-2.6624	1.4128	-1.4571	-0.0657	0.9354	-1.831	-2.4996	-2.7425	1.9189	-0.5533	0.0745	2.0742	1.4418	0.4859	1.0767	-0.644	-1.8989	-1.8298	-2.108	3.5178	-3.0575	0.9717	-3.6714	-0.7427	1.5516	-1.1155	1.6057	1.6652	-0.6702	-2.7123	-1.5887	3.5081	-1.2724	1.2479	-2.6381	1.2098	0.5783	-0.0819	-3.2314	0.543	-2.5673	-2.5036	-1.166	-0.943	0.8921	0.7717	-3.6079	-1.3273	1.0014	-1.0847	2.684	2.4232	1.0639	2.7828	0.2027	-0.3744	-1.7687	-0.1904	1.3995	1.0379
METAP1	0.5847	0.0383	1.2699	-0.0185	-0.2242	0.246	0.204	0.2376	0.3168	1.0792	0.5039	0.4031	-0.0813	0.8055	0.5495	0.3946	-0.1117	0.488	0.0369	0.273	0.0162	-0.5123	-0.3423	-0.6148	-0.2495	0.3755	0.4781	0.4399	-0.4164	-0.8444	-0.4313	-0.2441	-0.3305	-0.5522	0.1069	-0.405	-0.3279	-0.0058	0.5141	-0.1063	-0.6989	0.9036	0.0473	-0.0135	-0.4091	0.1643	-0.1066	0.6083	-0.3723	1.3003	0.0186	0.0047	0.9581	0.5356	0.7175	-0.0608	1.4956	-0.4273	0.1586	1.0705	-0.3503	-0.0077	-0.1601	-0.3778	0.1418	-0.2874	-0.6583	-0.1722	-0.2393	0.2716	-0.4336	-0.4076	-1.2304	0.4898	-0.2916	0.1367	0.2985	0.2184	0.1001	-0.6847	-0.5653	-0.2136	-1.2374	0.0672	-0.4185	-0.6409	0.1976	-0.2245	0.4769	-0.0455	-0.708	1.1544	-0.7783	0.2197	-0.0416	-1.3657	0.012	-1.0534	0.2795	-0.2268	-0.369	-0.4572	0.2774	-0.9063	-0.7583	-0.6418	-0.4714	-0.169	-0.1711	0.2055	-0.4996	-0.249	0.6266	0.6318	0.6489	0.4071	0.1937	0.7243	-0.8092	0.2229	0.8211	-0.2829
