IDX	CPT000814	CPT001846	X01BR001	X01BR008	X01BR009	X01BR010	X01BR015	X01BR017	X01BR018	X01BR020	X01BR023	X01BR025	X01BR026	X01BR027	X01BR030	X01BR031	X01BR032	X01BR033	X01BR040	X01BR042	X01BR043	X03BR002	X03BR004	X03BR005	X03BR006	X03BR010	X03BR011	X03BR013	X05BR001	X05BR003	X05BR004	X05BR005	X05BR009	X05BR016	X05BR026	X05BR029	X05BR038	X05BR042	X05BR043	X05BR044	X05BR045	X06BR003	X06BR005	X06BR006	X06BR014	X09BR001	X09BR004	X09BR005	X09BR007	X11BR003	X11BR004	X11BR006	X11BR009	X11BR010	X11BR011	X11BR012	X11BR013	X11BR014	X11BR015	X11BR016	X11BR017	X11BR018	X11BR019	X11BR020	X11BR022	X11BR023	X11BR024	X11BR025	X11BR027	X11BR028	X11BR030	X11BR031	X11BR032	X11BR036	X11BR038	X11BR040	X11BR042	X11BR043	X11BR044	X11BR047	X11BR049	X11BR050	X11BR051	X11BR053	X11BR054	X11BR055	X11BR056	X11BR058	X11BR059	X11BR060	X11BR072	X11BR073	X11BR074	X11BR075	X11BR080	X13BR009	X14BR005	X14BR008	X14BR014	X15BR003	X16BR012	X18BR002	X18BR003	X18BR004	X18BR006	X18BR007	X18BR009	X18BR010	X18BR016	X18BR017	X18BR019	X20BR001	X20BR002	X20BR005	X20BR006	X20BR007	X20BR008	X21BR001	X21BR002	X21BR010	X22BR005	X22BR006
A1BG	-0.1376	1.1669	-0.547	-1.1991	0.7322	-0.5071	-0.0808	-3.5958	-2.5947		0.5284	0.5063	-0.7947	-0.9787	-0.7346	-2.3294	0.6341	0.0021	0.7409	3.1436	2.1032	-1.9456	-1.27	-1.3604	-1.3675	-0.3971	1.9917	1.5149	-1.5798	-0.8451	2.0583	2.6059	-1.125	1.1078	-0.4652	-0.3724	-1.2827	-0.9127	-2.0996	-0.6153	0.0451	-3.3091	0.6118	-2.2182	1.2368		0.8167	0.7399	0.7411	-3.2835	2.2323	3.4565	2.1838	-1.6117	-0.4098	0.5052	-0.5248	0.4625	1.1647	1.9121	-0.3238	-0.0362	0.4422	-2.5961	-2.3809	-2.9872	-1.4695	0.3571		-2.5617	-0.1573	-3.0805	0.8933	-0.0452	-3.0019	1.015	0.5058	-1.8523	0.2405	4.2651	0.4223	-0.7714	3.352	-0.655	2.03	4.753	-0.0632	1.7979	-1.5873	1.7137	0.3201	-1.7478	3.9243	-1.5002	2.0785	-0.296	0.229	3.7015	-1.7063		0.0049	1.1952	-0.1013	3.4764	1.79	2.5283	-0.7545	0.8169	-0.2447	0.2927	1.6481	2.8724	3.208					0.0983		-1.8883	-3.8105	-2.2787
A1BG-AS1	0.4228	0.6007	1.3821	0.3955	1.6179	0.5569	1.478	-2.6015	-0.4866		1.2485	0.5496	1.0938		0.242	-1.2431	0.8617	-0.0052	0.2918	0.7988	0.0195	0.3371	-1.2142	0.0653	-1.0416	0.2915	0.6118	-0.634	-0.4303	-1.0056	2.0954	2.8123	-2.7447	1.2709	-0.0557	-0.3785	1.8868	-0.3155	-0.7749	-0.105	-0.5663	-3.0426	-0.0274	-0.7936	2.053		-0.0999	-0.5675	0.8809	-2.8996	0.3097	0.9642	-0.5473	-1.8277	-0.9465	0.711	-0.8641	1.017	0.1625	-0.0196	-0.4237	0.0284	1.4374	-0.1179	-0.747	-1.1652	0.0316	-0.4677		-1.325	-2.4638	-2.1797	0.4199	0.1551	-1.6765	0.8473	1.4581	-3.5871	0.7386	1.1152	0.4669	-0.238	0.5424	-0.5136	-0.6074	0.9491	-0.8765	0.2694	-1.2058	-2.3012	0.7293	-0.2736	0.0536	0.1679	0.5594	-0.8468	-1.5766	-0.1877	0.8311		-0.1609	0.9152	-0.1139	0.5295	-3.6106	-2.204	-0.3687	1.1051	-0.0222	0.9756	1.1814	-0.221	0.2525	0.0429	-0.6183	-1.0031	-0.3125	0.3047		-0.5348	-1.2389	-0.3356
A1CF										-0.2025												0.0488																																									5.5777			-0.1479												0.0564																		2.0071						-0.2352	9.5252									4.5982										
A2M	-0.8099	-1.062	-0.4787	-0.4675	0.3853	-0.9963	0.3178	0.1617	-0.1096	-0.297	-1.1079	-0.1449	3.456	1.1055	0.8668	0.3236	-1.2713	1.0729	-0.9469	-1.5951	-2.2615	0.3589	0.0224	2.1941	-0.7443	-0.665	0.4501	0.394	1.6814	1.127	-0.3133	-0.6622	2.0739	-0.2078	1.8564	-1.9019	-0.3013	-0.6009	-0.2563	-0.5602	-0.8906	0.3698	-0.2613	2.7292	-0.6303	-0.577	-0.9482	-0.7168	-0.8637	0.5177	-0.4605	0.4102	-0.7018	-0.3234	0.4842	-0.153	0.0511	0.775	-0.2495	0.2434	-0.373	1.6677	0.0266	0.2195	0.2546	-0.1342	2.1924	-0.7629	0.3549	0.0015	0.248	1.3658	1.0687	-1.2235	0.2211	0.022	-0.7941	-0.2332	-0.9881	-0.5813	-1.2225	1.3353	-0.4664	-0.7897	-1.0911	0.7356	0.4817	0.5575	1.7987	0.2069	0.2912	-0.1135	0.4558	0.4183	-0.8587	-1.3412	-0.6576	0.8378	-0.1035	0.3718	-0.4629	0.063	-0.5607	-0.6493	-0.0863	0.1174	0.9367	0.4276	-0.5005	0.6104	0.189	-1.1825	1.2794	0.219	-0.0846	0.3941	0.6519	-0.2282	1.9485	0.4372	0.3754	1.1573
A2ML1	4.4108	-2.0181	1.7676	4.9302	5.7791	1.0896	-1.7907	5.709	5.9311	-0.1818		-0.6998	6.8321	7.0105	-2.5062	3.9032		-0.5418	5.3521	4.3311	-3.4913	-0.0792	-0.3979	0.3752	3.3127	-1.3499		-1.5453	4.4682	-2.1183			-1.9241	-3.1626	-6.6367	5.2133	-3.7648	6.8702	5.6026	5.4596	4.1839	3.0577	-1.5096	4.1479	-5.1715		0.2125	-1.699	-0.4044	3.5618	4.6724	-0.27	-3.1876	2.0586	-1.8763		-4.5211	-3.4638		4.3963	4.984	0.0544		1.2022	-0.2927	5.0958	2.7539	0.1043		4.0481	6.0258	5.8956	-1.6722	-0.0368	4.2183	-2.1009	3.6265	-4.7774	-0.2745	-1.219	-3.1261	-1.2751		-0.4014		-1.4428	4.7653	3.3247	2.0813	2.7191	-5.1419			-2.924	6.2959	-2.1093	0.2585	-6.6376	-1.2956	6.4358	-1.4834	-0.5789	-2.6882		-1.3818	5.1177	4.9446	-0.451	-1.0506	-1.6374	-3.2503		8.0776	4.859	3.9785	4.5282	-2.0069	-1.7158	-4.018		1.7639	-2.331
A2MP1	-1.3883	1.3507	1.005	0.5122	-0.731	-3.0847	-0.0345		-0.5323				2.5008		0.7623			-0.4015		0.3565	-0.12		-0.5273		-1.6838		0.4276	1.0301		-0.0472		-1.7383	0.3806			0.1808	-1.1681	4.8383	-0.3774				-0.6004	-1.2603		0.4768		-0.9042	-0.186		-1.0791	-3.356	0.2451	0.757	-1.1328	-0.3782	0.7434	-2.5923	-1.4313	-2.1265		0.1892	-0.1508		-2.4086	-1.5879	7.0352		-0.5602	-2.8712	2.6388	-0.7157	0.1748	-2.0444	0.3149	-1.2995				1.393		-2.0663			-2.4447	0.6167	0.3201	0.9742	0.8864	1.098	0.8981		-0.216	0.7367		-2.5459	-0.5845	1.637		-0.078	-2.0243		1.3605		0.7766	0.5898	1.9498		-1.2564		-0.6227	-1.7907	0.3308	-1.6982	-0.1008	1.0696	-1.0828	1.0034		0.0625	1.1109	
A3GALT2	-2.128	6.3206		-2.2348		-0.7761							8.2175											9.7632		5.6999		-1.3285	-0.6352		-0.2531				12.0924		-0.1245	1.0894	-0.6475		6.5264				-1.155		-0.322		-2.6024					10.1223							-2.7535												10.9078	-0.1432											-2.5165	1.3927			10.3925		-2.4615		13.5583	-1.2754		7.8175				0.2056	1.1438			-0.1171			9.0184				-2.3538							5.7008				
A4GALT	-0.8649	1.0048	0.5823	-0.8793	0.0754	-1.1413	-0.5181	-0.7336	0.8801	-1.6883	0.6456	0.7127	0.1906	-1.6701	-0.599	-0.6871	0.0797	1.3335	3.591	0.541	3.8282	-1.058	0.6898	0.4306	0.1376	-1.6241	4.88	1.2764	-0.6304	0.6113	-1.4994	-0.178	0.0229	-1.9695	1.2933	0.1456	-1.1609	4.2115	-0.4024	-1.4839	-0.3745	-0.9749	0.5552	6.6384	-1.2814	0.6708	0.1408	-0.7865	0.1581	-0.5437	2.005	1.1858	-1.8092	6.4901	1.5981	-1.7295	-0.2389	1.1502	-1.4391	-0.6698	-1.3719	0.253	-2.0617	1.1641	-0.2946	-1.0749	-0.7367	-1.0005	1.9629	-1.0479	-1.0507	-0.5581	5.8169	-0.7213	-0.6555	3.0234	-1.1393	1.1202	1.6829	-0.7141	1.4339	1.8268	0.1274	-1.7259	0.7725	0.4628	0.5884	0.4186	1.226	-0.8489	-0.3197	-0.3369	7.8061	-1.0348	-0.5272	1.3024	-2.1016	0.3719	0.7118	-1.6215	-0.2496	0.2276	-2.1724	5.025	0.712	2.6853	-0.6648	1.9178	0.2712	0.5094	0.7351	-0.9212	-0.8531	-2.6372	-2.4661	-2.5902	-2.1888	-0.1027	3.6028	-3.3155	0.6754	-0.2307
A4GNT					-2.0148														-0.5105		-1.4458										0.6116																			-1.7361									6.5723	-0.0306					-2.703		1.8742								1.4905		-0.5905											0.0005											0.6755							-3.2397			1.2562							5.911		-1.3899				
AAAS	0.2411	-0.1102	-0.4226	0.0405	0.2662	-0.009	0.3583	-1.1873	-1.1031	-0.2293	0.5253	-0.3533	0.0489	-0.2524	-0.4485	-0.1894	-0.5032	-1.0282	-0.2585	-0.2701	0.215	-0.3945	-0.7571	-0.7939	0.8649	-0.3977	0.4001	0.1492	-0.9235	-0.2532	0.9121	0.5626	-0.762	-0.1302	-0.0529	0.0255	0.6402	-0.095	-0.753	-0.0419	0.4746	0.1455	0.4205	-0.1489	0.33	0.5723	0.5459	-0.3286	0.5315	-0.2702	-1.0619	-0.0438	-0.0175	-0.4703	-0.3453	0.2227	0.058	-0.0011	0.7552	-0.4729	0.4293	-0.2764	0.1792	0.1624	0.1173	-0.4993	-0.4017	0.3871	0.3129	-0.049	-0.663	1.1518	0.4552	-0.5835	-0.53	-0.0838	-0.041	0.8443	0.1092	0.2496	0.7422	-0.9931	0.0702	-0.1128	0.5548	0.4397	0.1136	0.1329	-0.0358	-1.2058	0.4231	0.2113	-0.0438	-0.8116	-0.6344	0.5126	0.1331	-0.3255	0.3035	0.1417	0.3585	0.0397	0.701	0.1777	-0.1642	-0.1887	-0.7272	0.1904	0.2892	-0.5608	-0.0696	-0.32	-0.5012	-1.021	-0.4402	-1.1223	-0.7546	0.6542	0.5218	-0.6146	0.1006	0.5902
AACS	0.2558	-0.782	0.3359	-0.2952	0.4204	2.7403	1.1041	0.8157	-1.3951	0.8698	-0.2226	0.5573	-1.1251	-0.409	-0.2945	0.0613	0.4949	0.0834	0.7101	-0.4568	-0.4047	-1.0154	1.1267	-1.2667	0.6448	1.3652	0.2774	-0.7312	-1.8346	-0.0938	-0.0733	0.8011	-0.8222	0.3471	-0.6883	-0.8677	0.8392	-0.0064	-1.6176	4.3978	0.3661	-1.2417	0.163	1.0943	0.7455	0.6989	-0.1968	0.6345	-0.3235	-0.9555	0.5187	-0.8089	-0.6615	0.2121	0.2249	0.0326	-0.6386	-0.8351	-0.0454	-0.636	0.3995	-0.5711	-0.0321	-0.0104	0.8155	-0.0764	1.0935	0.0502	-0.1143	-0.7058	-0.0515	-1.3171	-0.6887	0.9498	-0.2005	0.1663	3.3995	0.4881	-1.2248	0.5472	0.1602	-0.2071	-0.8888	-0.1958	0.6516	-1.1942	-1.1159	2.4241	0.5929	0.1498	0.3369	-0.8401	-0.1736	-0.7172	-0.1489	0.5592	0.3183	-0.445	-0.7847	-1.037	0.0289	-0.9291	-1.1812	0.1972	-0.6888	-0.2607	-2.0502	0.4675	-0.3209	0.43	0.1708	-0.0879	0.6426	0.2004	-0.9245	-0.5469	-0.1496	0.3854	0.4057	-1.7402	-0.1761	-0.0895
AACSP1		3.2581	2.612	4.0849	-0.4101			0.6208	5.8942	6.7507	4.4473	1.3185	-1.8364		0.0769			-1.4681	4.1923	1.7216		-0.0564	-0.0995		1.2084	-0.6958		-1.67		0.8535		-1.3766	-0.3067		-0.3596	5.4972		2.5126	-1.1058	4.5497	5.0295		-1.601	-0.2305		1.3303	7.0156	0.7571	-1.9563		4.5613	-0.1239				0.7033								1.022			-0.2697	-0.1209	-1.4654		-1.5179	-1.8195		3.2939	-2.1347	-1.7586	5.9611	2.4883	-1.5712	-1.7071				1.3756		2.4908		3.3116	-0.087	2.921							-0.1871				-1.606	-1.6145		-1.2747		-2.312	2.2081		-0.1105	1.8767	-1.7657		5.3579	2.5102		-0.718		0.7172			0.0619	
AADAC		3.7217	-1.5512		-0.7421	3.006	2.6937	4.2096	-2.2718	-2.091		-1.7414	2.2567					-0.4187	-0.0084		-0.6428		0.5079	-0.526	-0.5316			-3.0924	0.0102	4.7699	-2.2248	-1.243	0.9119		-0.8556	-1.5217	-2.9999		0.3826	1.2984	0.2379	0.1364	-1.4461	1.3643		-1.2581	-0.7356		-3.5113	-2.1972	0.6513	2.2527		2.771	4.7018	-2.3307		-3.625			2.6469	5.9167		3.0733		-0.1058			-1.3267	1.5397	4.3133	4.9732	2.8231	3.6915	2.462	6.6921	4.4289	-0.4754	3.0816	2.4221	-3.0915	2.4709		-0.3171	-2.0022		1.612	3.0541		-1.3758			-0.0647	-0.6339	-1.165			-1.5673	2.6105	0.8724	0.4017	8.6753			-0.8688	-0.1789	0.3796	-3.4853	4.531	1.5692	-1.5893		-2.3181	-0.1886	2.7076	1.3836	-1.5867	-1.6998		-0.208	1.3843	
AADACL2																												0.9741		-0.3166																					-1.333											-1.5576												6.9202			1.3781					-0.2781		-0.9546	0.1424		0.9157								-1.1946																					1.6856				0.1064		
AADACL2-AS1							-2.7797		-2.0202				0.5087					0.5912				0.8762					-2.464			4.0264	-0.0744	-2.1614	5.9686			0.4805	-0.1584					-2.1845	-0.2612	1.1105	0.2958			-0.8137	0.9252	-1.9292		2.0021			-2.7545		-0.9926	-0.4459	1.9767			0.7535		-0.5098	-0.3985	-0.2846				0.9646	0.336	-1.2684	3.3268	-0.1602						-2.7146		1.9817			-1.7408	-1.4065	2.4807	-2.2501	1.7795	-2.4415	-0.2129		1.933	0.259	-0.2838		-2.3793			1.2309	0.2917		-2.7873				2.5055	0.9322			7.0423			1.2133						-0.4783		
AADACL3				0.2719									-1.0527															-0.5057							0.8151			3.7916			3.8788								-0.683		1.4178																							2.4601												-0.7247								0.7753						-0.5046							-0.5397	-0.6834	-0.5531													0.9598
AADACL4																		0.0921							-0.3361								1.0656																							0.0248																		1.6016											0.0897														2.4838	-0.0705																						
AADACP1	0.1751	3.9198		-1.1658	-1.5414		-1.7761	1.841	0.3854				-0.1705	3.2649	-1.3371	-0.1811	-1.0887	0.8638	0.2156		1.2195	0.7037	-1.585	1.2753	-0.3802		-1.6527	-1.7476	-1.5441	1.2159	-0.0526		2.2956		1.1675	2.4606				-0.6616	1.3038	-1.3918	-0.241				1.4963				0.9728	-0.19			-1.6273	-1.2928	1.4839			-0.1622	-0.0556	-1.7364		-1.9138	-1.9943	2.3268	0.2788			0.0457		-0.317	0.5634	0.3462	1.142	0.6855	0.6948		-1.6356	-1.7794	1.8016	1.9103	-1.5258	1.8373			1.3694				-1.9113		-2.2216		0.3473				-1.8994			-1.6729			0.513	1.4514	0.5218	0.7105		-0.0967	-0.2112			0.4574	-0.6073	0.4867	-0.8696	-1.0624	-1.5369	0.0063		
AADAT	1.8395	1.4426	0.7252	1.8448	-0.0754	5.62	-0.0023	1.1884	2.5727	2.1613	-0.5965	-1.8186	1.5438	0.7163	-0.1178	1.4556	-1.9439	-0.6932	0.8195	0.3027	1.474	-1.1634	-0.8472	-1.2923	0.7625	1.0341	-0.559	0.7275	1.6927	0.251	-2.3612	0.9637	-0.1358	-0.8926	-1.1689	1.2078	0.2504	0.5881	2.2328	5.6996	0.5499	-2.6965	-0.0178	0.7866	-2.638	0.4178	1.5847	-0.3877	-0.2535	1.5438	-1.9495	-0.4823	0.0161	-0.0559	-2.2694	0.9869	-3.2194	-0.6468	-2.8094	1.8133	0.467	-0.4258	-0.3477	1.8302	-0.338	1.4116	1.3647	0.2305	-4.6973	0.9489	-0.3673	-0.3617	-0.4717	0.6091	2.0785	-3.2746	7.286	1.4691	0.1904	-0.4993	-1.1525	0.0217	-1.8869	-0.9178	-0.5675	0.8496	-0.0936	3.0233	3.9012	0.7606	-1.8013	-4.2471	1.1483	-0.4572	-0.7384	-0.4956	-4.5074	-0.8613	-0.634	-0.9601	-1.3841	0.4134	1.5368	0.6863	1.3357	1.8318	-1.5062	0.7165	-0.4739	-1.5157	-0.3271	-2.8374	0.5988	1.8228	0.52	0.6185	1.6109	-1.662	-1.2715	-0.131	-1.5725	-0.7193
AAED1	0.6803	0.6734	0.8102	-0.1591	-0.0824	-0.231	-0.1315	0.5834	-0.0042	-0.1368	-0.926	-0.3182	0.4943	0.7922	-0.9433	-0.3392	-0.745	0.6157	0.5065	1.6077	0.8413	0.1441	-0.4681	1.0295	-0.5776	-1.118	-0.3675	-0.373	1.1599	0.5859	0.0157	0.2082	0.8697	0.4128	0.426	0.2934	-0.0269	-0.4462	0.7749	-0.3218	-0.3139	-0.694	-0.4164	0.0007	-0.9099	-0.8564	-0.5988	0.2388	-0.4739	0.5505	0.3541	-0.8699	0.1424	-0.566	0.4919	-0.4778	-0.8451	0.551	-1.3454	0.2102	-0.7454	0.1093	-0.6916	-0.2936	-0.6827	-0.1892	-0.0507	-1.0113	-0.8236	-1.4786	-0.5731	-0.0502	0.3534	0.0959	-0.1693	0.0585	0.1311	-0.4532	-0.2003	-0.9297	0.0279	0.9993	0.3133	-1.0338	-0.6603	0.3521	-0.474	0.5026	-0.1	0.7885	-0.6838	-1.2657	-0.0102	0.6554	0.0607	-0.7036	0.1119	0.2384	-0.6084	-0.55	0.5509	0.4311	-0.7588	-0.5286	0.385	-0.9572	-0.7898	0.4576	-0.438	0.512	-0.2552	1.0877	0.2749	0.9842	0.5102	0.3836	0.743	-0.8388	-0.4093	0.1358	-0.2363	-0.1313
AAGAB	-0.488	0.2665	-1.0488	-0.3017	-0.7824	-0.6525	-0.6029	-0.3515	0.3229	-0.5324	1.0604	0.4342	-0.7944	0.0565	-0.4759	-0.0333	0.1496	0.6582	-0.5472	-0.8084	0.1227	0.2903	0.4156	-0.621	-0.2339	1.538	0.8851	0.9299	-0.9166	-0.295	0.1207	-0.1281	-0.4513	-0.2679	0.1814	0.4808	0.0744	-1.2364	-0.1796	-0.023	-0.7451	0.3002	0.2584	-1.4821	1.0988	0.2099	-0.9407	-1.3248	-0.6102	-0.6112	0.0235	0.0493	0.1725	-0.1157	0.4528	0.7368	0.1819	-0.4044	0.578	-0.4714	-0.5379	-0.4374	1.2155	0.6454	0.6262	0.1015	-0.6125	0.9045	0.1265	0.7635	0.2681	-0.2081	0.558	-0.816	-0.302	-0.1397	0.0272	0.3288	-0.4711	1.4032	0.5189	0.3844	0.2001	0.1238	-0.0644	-0.1751	-1.1693	-1.3011	1.1377	0.0526	0.4408	0.4963	-0.2198	0.4546	-0.598	-0.2767	0.2245	-1.3936	0.5402	0.2407	-0.7091	-0.3024	0.4967	0.631	-0.4271	-0.8694	-0.8534	1.3442	0.1186	-0.148	0.084	0.3055	-1.0627	-0.2201	0.0061	-0.0855	0.3284	0.0596	0.7269	0.5694	0.4812	-0.2438
AAK1	-0.9908	-0.6506	0.6522	-0.6903	0.3018	0.5298	-0.3499	0.6751	-0.4833	-0.1104	0.3476	-0.4541	0.2184	-0.0219	-0.2151	-0.6937	-0.3956	-0.2283	-0.9388	-0.3085	-0.2621	0.6044	-0.0453	0.8542	-0.7559	-0.0488	0.2655	0.187	0.2561	0.4608	0.0168	-0.2082	0.1061	0.2489	0.3871	3.357	4.7356	-0.2026	-0.3312	0.2016	-0.2446	3.3136	-0.4274	1.0279	3.7905	-0.6944	-0.1034	-0.1308	0.7737	-0.7386	0.2833	0.6413	-1.2525	-0.3207	0.3115	-1.9762	-0.6341	-0.0408	-1.1038	-0.1266	0.7754	0.3296	-0.0925	-0.3651	0.0171	3.4387	-0.1254	0.1194	0.8843	0.552	0.0884	1.0517	-1.204	-0.4304	0.3325	-0.632	0.1044	-0.3272	0.2094	4.5158	-0.0074	-0.1105	-0.3575	-0.9077	-0.5873	-0.462	0.4705	0.5667	0.6641	-0.2471	0.329	-0.6227	0.2578	1.098	-0.1016	-0.3487	-0.001	-1.2696	-0.2354	0.3453	-0.5155	3.5054	-0.1514	-0.323	0.3119	1.0687	1.1646	-0.3856	0.4382	0.3877	0.0003	3.9632	-0.8699	-0.1393	0.9548	0.0906	0.7318	2.5258	-0.4967	2.9756	0.6333	-0.8749
AAMDC	0.9066	0.5214	-0.2671	-0.3534	-0.6841	0.0836	-1.2755	-0.497	0.5493	0.5699	0.0074	0.8088	0.3367	-0.327	-0.789	-0.2806	0.9646	-0.0245	0.0469	0.7897	-1.0632	-0.0507	-0.8462	0.8785	0.4488	0.9412	5.7705	-0.261	-0.9938	-0.1827	0.0817	1.0209	-0.3759	0.5806	7.1013	0.1237	-0.8444	-0.7759	-0.0337	-0.7655	0.0446	1.0944	-0.9982	-0.349	0.0977	2.7692		-0.7267	0.6352	-1.4908	-1.1488	-1.4475	0.8845		0.6992	-0.5135	1.9941	-0.0566	0.5693	-0.4225	0.2707	0.5014	0.4401	-1.0931	0.1258	-0.2553	2.2837	0.1531	-0.2772	-0.177	-0.7392	1.108	-0.1629	0.1571	-0.8649	-0.1395	-1.182	1.6924		0.6321	-0.8424	-0.2096	-0.22	0.1907	-0.3773	-0.4216	-0.8377	0.2531	-1.0833	-0.3389	0.7258	-0.6699	-0.2806	-0.6866	-0.4742	2.3305		-0.5182	-0.2231	0.091	-0.1761	-0.1529	0.2905	-0.4532	-0.4635		-1.0236	0.3114	0.7071	0.0311	0.3449	0.3483	-0.2816	-0.0781	0.3869	0.5289	-0.2664	0.6937	0.6403		-1.5609	-0.1811
AAMP	0.2746	-0.2908	0.134	0.2325	-0.0047	0.4237	-0.8119	-0.0817	-0.3323	-0.4463	0.8388	0.4356	-0.5902	-0.3337	-0.2612	-0.2036	0.5983	0.7472	0.1634	0.2908	-0.0863	0.1931	-0.3381	-0.5162	0.1698	0.7362	-0.5044	-0.423	1.0246	-1.4961	-0.3038	-0.2723	-0.5975	0.3261	0.0748	-0.319	-1.7401	-0.1063	-0.3946	0.2592	0.2509	-0.0688	-0.1853	-0.7031	0.0161	0.4282	-0.1081	-0.9925	-0.183	-0.4748	-0.0675	-1.0152	0.2281	-0.7454	0.8718	0.1732	0.1964	-0.4422	0.0053	0.6549	0.5153	-0.1921	0.4999	0.5713	0.2313	0.2432	0.1802	0.7051	-0.065	-0.3687	-0.6236	-0.2615	-0.9948	0.0673	0.7384	0.0989	-0.5485	0.2259	-0.4946	0.1773	-0.6024	-0.6032	0.2104	0.0385	0.3546	-0.3773	-0.8448	0.071	0.3072	-0.6438	0.0235	0.2482	-0.5452	0.0305	0.3179	0.4405	0.6965	-0.6922	-0.0858	-0.3554	0.042	-0.8423	0.6014	-0.1633	-0.119	0.0472	-0.0934	-0.7477	-0.3757	0.1742	-0.4003	0.4374	-0.4352	-0.7305	-0.7393	-1.322	-1.2901	0.3031	0.6524	-1.2375	1.0382	-0.0873
AANAT	0.1247					-3.4032		0.1792					1.1378		1.4741	-0.3833						1.2129					-0.9886							-0.5793	0.872	0.3093	-0.9115			-0.8704					-3.4444				-2.9393							0.0119		-1.2883	0.6765		1.4619					-0.7967	0.7835	1.1552	0.4086	0.6855			-2.6556		0.7716		-1.2212	-0.0004	-0.9312					0.4543								1.8713								0.5339	-1.5626		-4.1993					-1.9095		0.6247	-1.0283										0.3527	
AAR2	0.5619	0.2026	-0.1765	-0.0174	0.1486	0.715	1.0765	-0.2851	-0.7238	-0.1592	1.9458	0.773	-0.3658	0.4629	0.1219	-0.5917	-0.0983	0.1384	0.2558	-0.1722	-0.1538	-0.133	0.2488	-0.1257	0.4022	0.088	-0.3635	-0.0852	0.003	-0.093	-0.272	0.0713	-0.1696	-0.1142	-0.0088	-0.7861	-0.8669	-0.0083	-1.1397	0.3428	0.7624	0.1345	0.427	-0.2853	-0.1132	0.0249	-0.2532	0.0374	0.0486	-0.1456	-0.3594	-0.1815	0.7422	-0.2845	0.3202	0.6412	0.4494	-0.3031	0.7432	0.7409	0.2603	-0.3317	-0.0388	0.8709	0.4823	-0.6895	0.0713	0.8167	-0.2783	0.3398	1.2952	0.7253	-0.3029	0.1374	-0.1395	-0.358	1.2152	0.5775	0.5122	0.4649	0.0178	-0.25	0.0081	0.9702	-0.1023	0.1259	-0.3482	-0.0596	-0.0405	0.1467	-0.4998	0.6702	-0.6896	1.2757	0.2727	0.1987	1.0426	-0.5469	0.9918	-0.7262	-0.3825	-0.089	0.0804	0.0015	-0.3788	0.0883	-0.1836	0.096	-0.4149	-0.4951	-0.6361	0.3259	0.0266	-0.0481	0.0704	-0.0322	-0.5413	0.4011	0.162	-1.0267	0.2182	-0.4425
AARD	1.6719	-4.8032	2.8132	2.5286	2.4096	-4.1491	0.9356	0.3477	1.673	-2.1088	2.575	-0.3072	2.4139	1.811	-2.8763	-0.2886	2.8206	-0.8004	1.8077	2.5544	-0.6455	2.8158	2.0271	-0.7252	0.4785	-2.4704	-5.4181	1.9911	-1.3169	-3.0971	-0.4857	-2.1227	-3.0295	-6.9856	-1.4172	-0.0607	1.3649	1.4273	0.6405	-5.5828	0.0145		1.2245	-1.4326	1.3659	0.4072	-4.5944	-1.4616	3.2552	1.7302	-0.2131	1.4395	-4.0298	-4.8355	-5.1335	-5.9101	3.4064	-2.5006	-3.1014	-0.6489		-1.1223	-0.4493	4.141	2.5763	4.8587	0.2637	3.3245	2.5967	-0.0605	-3.6721	-1.5861	3.5649	-3.4281	-3.5823	3.4603	-10.5967	2.8738	-1.2989	-2.5575	0.8848	-0.8296	1.3252	0.7303	2.0911	-0.4805	1.9395	-3.2814	-0.5251	-4.831	1.8953	-1.3985	-0.8011	7.3752	3.3998	2.8477	1.2001	-0.7322	4.8432	0.0613	-2.5078	-0.4672	-3.9501	4.0325	4.1896	1.7417	-4.208	-1.2325	0.375	-7.6005	0.8794	0.3877	5.168	0.3415	2.179	3.0989	-6.2373	-1.21	0.252	-0.016	-2.1482	-2.7497
AARS	0.6717	1.5602	0.4394	0.5181	0.8387	0.5753	-0.3655	0.4767	0.4434	-0.3533	-0.0155	0.4818	0.6552	1.4036	-0.3432	0.7595	0.4145	-0.7425	0.8087	0.3838	0.6025	-0.8276	-0.3439	-0.9755	1.2844	-0.5699	-0.8361	-1.787	0.9208	-0.0565	-1.3914	-1.2682	-1.0744	0.7115	-0.7473	-0.397	-1.0477	1.6712	0.2939	0.9553	-0.0907	0.4008	0.3908	-0.8711	-1.4106	0.9063	0.8444	1.1289	-0.6439	0.5467	-0.0064	-0.3144	-0.7064	0.001	-0.2928	0.5775	-0.8421	-0.131	-0.6654	0.7098	0.879	-0.6677	0.3632	-0.376	-0.4801	0.5376	1.4658	0.422	-0.9749	1.1698	0.9356	0.2557	-0.4287	-0.5058	0.7064	-1.7097	0.5793	-0.0016	-0.0917	-0.7518	0.119	-0.8041	0.2578	1.5227	0.4905	0.9504	-0.1035	0.6669	-0.0594	-0.1526	-1.2263	-0.2399	-1.6016	-0.7897	0.4921	0.1876	-0.3869	-1.5871	-1.4077	-1.3316	1.3484	2.0004	-0.9678	0.8438	0.2282	0.0426	0.2364	-0.7252	-1.5248	0.6755	-0.1644	-0.2893	0.0785	-0.3117	-0.1376	0.3898	-0.4615	0.7934	0.1902	-1.0737	0.9699	-1.3244
